Date,Close,Volume
2025-09-08,578.87,46371350
2025-09-09,580.51,44007590
2025-09-10,580.7,49307960
2025-09-11,584.08,44745770
2025-09-12,586.66,50745890
2025-09-15,591.68,44360320
2025-09-16,591.18,36942130
2025-09-17,590.0,69384820
2025-09-18,595.32,61069290
2025-09-19,599.35,58196110
2025-09-22,602.2,57154770
2025-09-23,598.2,64635490
2025-09-24,596.1,49850300
2025-09-25,593.53,70920210
2025-09-26,595.97,54337420
2025-09-29,598.73,48332930
2025-09-30,600.37,46533810
2025-10-01,603.25,46899610
2025-10-02,605.73,43765410
2025-10-03,603.18,46482100
2025-10-06,607.71,41962120
2025-10-07,604.51,58209460
2025-10-08,611.44,50629750
2025-10-09,610.7,45550960
2025-10-10,589.5,97614780
2025-10-13,602.01,65872580
2025-10-14,598.0,69203190
2025-10-15,602.22,62805460
2025-10-16,599.99,70981960
2025-10-17,603.93,72024870
2025-10-20,611.54,45761700
2025-10-21,611.38,44538160
2025-10-22,605.49,61478800
2025-10-23,610.58,42844300
2025-10-24,617.1,47632470
2025-10-27,628.09,54098610
2025-10-28,632.92,61195730
2025-10-29,635.77,67422810
2025-10-30,626.05,61628620
2025-10-31,629.07,66305150
2025-11-03,632.08,37154310
2025-11-04,619.25,63830770
2025-11-05,623.28,48688480
2025-11-06,611.67,72115130
2025-11-07,609.74,81835390
2025-11-10,623.23,55919930
2025-11-11,621.57,44868840
2025-11-12,621.08,47444380
2025-11-13,608.4,71333630
2025-11-14,608.86,80087290
2025-11-17,603.66,63850370
2025-11-18,596.31,83327280
2025-11-19,599.87,73111490
2025-11-20,585.67,117743200
2025-11-21,590.07,103344200
2025-11-24,605.16,60168150
2025-11-25,608.89,57560870
2025-11-26,614.27,42393600
2025-11-28,619.25,23034390
2025-12-01,617.17,40957590
2025-12-02,622.0,54541830
2025-12-03,623.52,47841630
2025-12-04,622.94,47067750
2025-12-05,625.48,53614170
2025-12-08,624.28,43462410
2025-12-09,625.05,37156000
2025-12-10,627.61,55031380
2025-12-11,625.58,58272840
2025-12-12,613.62,75158730
2025-12-15,610.54,49538200
2025-12-16,611.75,55152820
2025-12-17,600.41,70654330
2025-12-18,609.11,78875820
2025-12-19,617.05,60369830
2025-12-22,619.21,43703100
2025-12-23,622.11,41120450
2025-12-24,623.93,18468710
2025-12-26,623.89,28959780
2025-12-29,620.87,32458310
2025-12-30,619.43,31226750
2025-12-31,614.31,40746530
